incident_zip,month,hours_elapsed
10120.0,2,10.325000000000001
10120.0,3,78.9462962962963
10120.0,4,3.2676388888888894
10120.0,5,841.4775925925925
10120.0,6,0.22231481481481483
10120.0,7,78.46645833333332
10120.0,8,92.75458333333334
10121.0,1,21.798503086419757
10121.0,2,159.36450617283953
10121.0,3,580.9668434343434
10121.0,4,745.8793576388888
10121.0,5,856.5087500000001
10121.0,6,697.8670634920634
10121.0,7,13.785555555555554
10121.0,8,201.836875
10121.0,9,132.13179487179488
10122.0,2,0.7341666666666666
10122.0,3,89.16388888888889
10122.0,4,0.0
10122.0,5,1151.4431944444443
10122.0,7,39.75777777777778
10123.0,1,6.735722222222222
10123.0,2,3.009097222222222
10123.0,4,0.05333333333333334
10123.0,6,1.7075
10123.0,7,6.48125
10123.0,8,0.19
10123.0,9,0.4410185185185185
10128.0,1,50.915210367271015
10128.0,2,95.76211959193712
10128.0,3,91.82095069700691
10128.0,4,84.69309736157564
10128.0,5,65.16138023409165
10128.0,6,177.85273838141055
10128.0,7,129.53100544824179
10128.0,8,158.71712072649575
10128.0,9,158.04252890456607
10151.0,1,2.854722222222222
10151.0,7,0.2922222222222222
10151.0,8,0.24481481481481485
10151.0,9,2.2670833333333333
10152.0,1,16.92888888888889
10152.0,2,22.036527777777778
10152.0,3,168.00027777777777
10152.0,6,2228.199722222222
10152.0,9,11.367777777777778
10153.0,6,48.755
10153.0,7,65.6676984126984
10153.0,8,0.19111111111111112
10154.0,1,3.1352777777777776
10154.0,3,33.675370370370366
10154.0,6,757.9572222222223
10154.0,7,550.7473611111111
10154.0,8,24.878680555555555
10154.0,9,0.5769444444444445
10155.0,1,4.200555555555556
10155.0,3,35.92625
10155.0,4,761.0448611111111
10155.0,6,1.6047222222222222
10155.0,8,0.6133333333333333
10158.0,3,24.0
10158.0,4,1570.8972222222221
10158.0,8,0.07111111111111111
10162.0,1,14.369305555555556
10162.0,3,10.61088888888889
10162.0,4,0.44125000000000003
10162.0,5,18.494027777777777
10162.0,6,0.2689814814814815
10162.0,7,49.49488095238096
10162.0,8,27.00787037037037
10162.0,9,0.15555555555555556
10165.0,1,2.1827777777777775
10165.0,2,359.0779166666667
10165.0,4,0.5296296296296297
10165.0,6,971.1036111111111
10165.0,7,63.98833333333334
10165.0,8,15.597962962962965
10166.0,1,0.44055555555555553
10166.0,5,0.04027777777777778
10167.0,7,2.4780555555555557
10168.0,1,2.6275
10168.0,2,259.8418750000001
10168.0,3,102.35388888888889
10168.0,4,221.72462962962962
10168.0,5,1087.7504166666668
10168.0,6,0.3711111111111111
10168.0,7,0.17324074074074072
10168.0,9,4.25111111111111
10169.0,1,7.814783950617285
10169.0,2,2.4086805555555557
10169.0,3,12.370291666666667
10169.0,4,18.61760416666667
10169.0,5,8.437173202614378
10169.0,6,7.270022222222223
10169.0,7,8.826456916099776
10169.0,8,12.358008385744233
10169.0,9,4.600608747044918
10170.0,1,121.98333333333333
10170.0,2,25.741944444444446
10170.0,4,0.1688888888888889
10170.0,6,15.895833333333334
10170.0,7,21.861944444444443
10170.0,8,94.34691919191918
10170.0,9,0.1257638888888889
10171.0,1,127.29777777777778
10171.0,3,23.333333333333332
10171.0,5,33.09097222222222
10171.0,9,22.296944444444446
10172.0,1,16.50138888888889
10172.0,2,0.0
10172.0,3,47.79895833333333
10172.0,7,143.8711111111111
10173.0,1,47.89472222222222
10173.0,4,0.44
10173.0,5,18.0
10173.0,7,9.09
10173.0,8,0.6055555555555555
10173.0,9,8.531666666666666
10174.0,4,275.97314814814814
10174.0,5,0.09944444444444445
10174.0,9,83.24277777777777
10175.0,7,2.0052777777777777
10176.0,3,79.58583333333333
10176.0,4,232.04111111111112
10177.0,1,290.57
10177.0,2,1017.8947222222222
10177.0,3,52.863055555555555
10177.0,5,0.555
10177.0,6,0.14722222222222223
10177.0,7,21.18027777777778
10177.0,9,4.6075
10178.0,1,108.91324074074073
10178.0,6,324.3263095238095
10178.0,7,0.21291666666666667
10178.0,8,37.27694444444444
10178.0,9,0.2927777777777778
10179.0,2,42.199629629629634
10179.0,4,1354.2410185185186
10179.0,6,0.3869444444444444
10271.0,2,0.4211111111111111
10271.0,3,9.091388888888888
10271.0,4,1996.1293055555557
10271.0,5,1494.2177777777779
10271.0,6,4.426527777777778
10271.0,7,3.305555555555556
10271.0,8,0.0
10278.0,1,69.83231481481482
10278.0,2,4.19212962962963
10278.0,3,518.7936111111111
10278.0,4,12.531722222222223
10278.0,5,64.68787037037036
10278.0,6,60.00479166666666
10278.0,7,9.368958333333333
10278.0,8,10.667944444444442
10278.0,9,14.808333333333334
10279.0,1,23.529884259259262
10279.0,2,15.564226190476193
10279.0,3,722.75
10279.0,4,0.21375
10279.0,5,437.6571666666667
10279.0,6,0.17194444444444446
10279.0,7,7.58638888888889
10279.0,8,34.234722222222224
10279.0,9,205.4613888888889
10280.0,1,28.025666666666666
10280.0,2,42.113166666666665
10280.0,3,57.61860000000001
10280.0,4,96.12974358974358
10280.0,5,90.51521494708994
10280.0,6,62.010433604336036
10280.0,7,35.81803523035231
10280.0,8,16.55154195011338
10280.0,9,114.05657706093189
10281.0,1,10.08574074074074
10281.0,2,20.70277777777778
10281.0,3,665.1270833333333
10281.0,4,653.28125
10281.0,5,216.48393518518515
10281.0,6,350.33905555555555
10281.0,7,210.6108333333333
10281.0,8,43.484365079365084
10281.0,9,0.5485416666666667
10282.0,1,22.34258064516129
10282.0,2,92.35930555555557
10282.0,3,99.31894736842106
10282.0,4,49.4931831831832
10282.0,5,25.399227430555563
10282.0,6,61.846511111111106
10282.0,7,43.613037037037046
10282.0,8,45.01039351851852
10282.0,9,141.81603968253964
10301.0,1,45.005888967803024
10301.0,2,77.04471649090624
10301.0,3,61.75149049605934
10301.0,4,82.2447471098265
10301.0,5,83.53110275205775
10301.0,6,75.38686297852456
10301.0,7,114.16291992696934
10301.0,8,154.27714511257562
10301.0,9,180.2152583304307
10302.0,1,46.93424019607844
10302.0,2,61.91240086045636
10302.0,3,130.66851432442888
10302.0,4,107.43740237520117
10302.0,5,81.55715298631962
10302.0,6,106.05852725366879
10302.0,7,178.47687484324027
10302.0,8,160.08092840778923
10302.0,9,244.26580002149132
10303.0,1,41.652604979561524
10303.0,2,57.698744131455406
10303.0,3,76.19748885918005
10303.0,4,54.02292735042729
10303.0,5,88.45091311437227
10303.0,6,84.15142258382647
10303.0,7,132.57810598419908
10303.0,8,182.19815966539392
10303.0,9,166.51276841448185
10304.0,1,35.43265097609924
10304.0,2,69.27250542888167
10304.0,3,89.4758663366337
10304.0,4,72.1101666666666
10304.0,5,125.13978492271801
10304.0,6,113.56345167498971
10304.0,7,120.1617102785212
10304.0,8,170.79932142526206
10304.0,9,263.05821944444455
10305.0,1,34.418386404697344
10305.0,2,60.822129629629636
10305.0,3,72.48210495143334
10305.0,4,45.34710270359387
10305.0,5,76.46329760466982
10305.0,6,88.11496764837128
10305.0,7,98.2283017377567
10305.0,8,160.46134977938218
10305.0,9,198.2275829296931
10306.0,1,41.70767215568861
10306.0,2,50.9822979480736
10306.0,3,66.07483519034359
10306.0,4,88.88456335109537
10306.0,5,87.82165232974911
10306.0,6,73.18376530255324
10306.0,7,97.0516442199776
10306.0,8,159.27795167628128
10306.0,9,276.60546892980415
10307.0,1,60.86627420998982
10307.0,2,63.52947016460909
10307.0,3,101.40991319444441
10307.0,4,119.09486781609198
10307.0,5,74.07570719269995
10307.0,6,56.4685231626611
10307.0,7,66.53595355436082
10307.0,8,120.31326882210085
10307.0,9,163.77792772861358
10308.0,1,36.7743182707355
10308.0,2,54.19647841365461
10308.0,3,94.18241619585697
10308.0,4,83.09472645234067
10308.0,5,58.479589552238835
10308.0,6,72.59651576316796
10308.0,7,60.6542037810253
10308.0,8,128.9963303588564
10308.0,9,246.01198996265185
10309.0,1,55.38349744711884
10309.0,2,64.93137100619931
10309.0,3,95.83192662971766
10309.0,4,78.94972222222225
10309.0,5,91.83244695414106
10309.0,6,93.94212602032309
10309.0,7,91.06429203539824
10309.0,8,161.6922894040657
10309.0,9,239.57261073573585
10310.0,1,34.78894808743168
10310.0,2,51.20080705705707
10310.0,3,71.32158119658116
10310.0,4,67.54952427500815
10310.0,5,68.07925240054873
10310.0,6,65.93897599550415
10310.0,7,101.44007494977582
10310.0,8,136.6968276374444
10310.0,9,199.08700677886858
10312.0,1,39.17797246558199
10312.0,2,52.307165580384826
10312.0,3,91.85510599415197
10312.0,4,88.12933181016514
10312.0,5,75.29733247761976
10312.0,6,103.71076121164417
10312.0,7,106.64889399183522
10312.0,8,133.90590776730798
10312.0,9,253.18935614272797
10314.0,1,38.6830560986206
10314.0,2,55.76209114840405
10314.0,3,67.96876004311198
10314.0,4,88.60475710594321
10314.0,5,96.99710527698939
10314.0,6,80.8729471498247
10314.0,7,100.01024823943658
10314.0,8,118.22411699107867
10314.0,9,207.03588248436097
10451.0,1,41.29892524723665
10451.0,2,71.07885063752278
10451.0,3,78.02954524388822
10451.0,4,87.64886377903335
10451.0,5,89.77516644979424
10451.0,6,182.16755518177558
10451.0,7,79.91258722300793
10451.0,8,99.07374142661213
10451.0,9,107.58261583679129
10452.0,1,41.72960607094131
10452.0,2,113.58185124402316
10452.0,3,101.00211851188119
10452.0,4,61.04921007407421
10452.0,5,107.98930018275986
10452.0,6,196.71769365892325
10452.0,7,86.20008451498317
10452.0,8,87.66284294538964
10452.0,9,95.96977063492052
10453.0,1,45.201057800224454
10453.0,2,101.6199678325158
10453.0,3,114.1282239493379
10453.0,4,71.4311943238463
10453.0,5,120.90481106287213
10453.0,6,152.98942932489427
10453.0,7,53.716512202599866
10453.0,8,83.49050342456256
10453.0,9,107.04368725540233
10454.0,1,44.05355689964159
10454.0,2,85.40844426695065
10454.0,3,80.08398160126492
10454.0,4,128.7074011909435
10454.0,5,115.5128019593254
10454.0,6,171.70176427622803
10454.0,7,96.4561789613304
10454.0,8,95.67922387314749
10454.0,9,123.46234092289016
10455.0,1,42.88091632560256
10455.0,2,79.93406389301636
10455.0,3,79.95084642955607
10455.0,4,62.34935871472932
10455.0,5,84.92899367338867
10455.0,6,139.2910749596449
10455.0,7,97.47666201017265
10455.0,8,102.49270170753444
10455.0,9,118.21702514516302
10456.0,1,35.23631681856378
10456.0,2,87.07906558695161
10456.0,3,89.74844432281223
10456.0,4,81.2590706589993
10456.0,5,154.05807951542783
10456.0,6,174.2752457110786
10456.0,7,101.03546503660404
10456.0,8,112.87417846070917
10456.0,9,125.50959063117729
10457.0,1,52.138522443890345
10457.0,2,75.28739109326621
10457.0,3,82.84174566317766
10457.0,4,69.34206288622312
10457.0,5,126.40811732065042
10457.0,6,136.28823987847542
10457.0,7,62.096198247943974
10457.0,8,67.50877578015329
10457.0,9,114.3011407514217
10458.0,1,44.22116189176895
10458.0,2,83.21184086021503
10458.0,3,110.891737175847
10458.0,4,89.92477824463118
10458.0,5,136.8977678905455
10458.0,6,205.46371392160881
10458.0,7,117.26319032001562
10458.0,8,127.09875780752041
10458.0,9,101.58606959794975
10459.0,1,38.323582579037144
10459.0,2,98.30221548581403
10459.0,3,99.88456823027721
10459.0,4,101.90699521785334
10459.0,5,153.8807217556952
10459.0,6,233.20866803767265
10459.0,7,153.47468619246862
10459.0,8,138.29212636825068
10459.0,9,148.49400529644842
10460.0,1,41.89348777777779
10460.0,2,73.63848493489202
10460.0,3,99.5474519947803
10460.0,4,84.13307956422962
10460.0,5,144.45926082332323
10460.0,6,196.62323475721075
10460.0,7,82.70388516247199
10460.0,8,125.30000011205205
10460.0,9,108.00758516898823
10461.0,1,39.24497878086427
10461.0,2,83.27690084586465
10461.0,3,104.5737731481482
10461.0,4,83.59095881702613
10461.0,5,130.78987011755788
10461.0,6,161.92651945814745
10461.0,7,101.73381818497661
10461.0,8,140.54263122136837
10461.0,9,204.98745729990003
10462.0,1,38.99809852430546
10462.0,2,66.78732353934488
10462.0,3,69.9823818700258
10462.0,4,67.38197873324091
10462.0,5,111.48149224438133
10462.0,6,194.8900866462787
10462.0,7,85.03523121753467
10462.0,8,105.20903331512847
10462.0,9,162.25002124075294
10463.0,1,34.13525874280658
10463.0,2,62.858195156695
10463.0,3,79.09955772928691
10463.0,4,57.63733943241222
10463.0,5,71.84787835249055
10463.0,6,87.31427340012657
10463.0,7,75.9536452056244
10463.0,8,113.38182804818074
10463.0,9,137.91244303599368
10464.0,1,27.43121855345912
10464.0,2,39.46378352490421
10464.0,3,90.41579365079362
10464.0,4,27.963523035230352
10464.0,5,84.66644857667588
10464.0,6,109.25449074074078
10464.0,7,56.788000892458754
10464.0,8,180.21478933631613
10464.0,9,212.1482222222221
10465.0,1,32.412310967844626
10465.0,2,44.37939814814816
10465.0,3,76.65311076604561
10465.0,4,58.25198424543949
10465.0,5,74.48633883883882
10465.0,6,98.62328257730215
10465.0,7,74.21271685761047
10465.0,8,142.3009740906826
10465.0,9,144.90689165537486
10466.0,1,51.74797706470832
10466.0,2,103.01768257261425
10466.0,3,83.12667063825812
10466.0,4,17.321438310608613
10466.0,5,29.286049982158367
10466.0,6,48.49382666977569
10466.0,7,30.800869111360328
10466.0,8,24.142674123686255
10466.0,9,22.987888933982738
10467.0,1,45.36843565759642
10467.0,2,104.42964420618331
10467.0,3,141.70611217223208
10467.0,4,71.72241393606694
10467.0,5,152.071160953294
10467.0,6,231.51059613068452
10467.0,7,158.47619260268465
10467.0,8,149.12872673980826
10467.0,9,149.60472428518386
10468.0,1,45.72820626299203
10468.0,2,71.0748658221665
10468.0,3,105.15679209253769
10468.0,4,60.757997318381264
10468.0,5,104.49204920004824
10468.0,6,122.7255844871882
10468.0,7,87.06686999779208
10468.0,8,109.3626914717597
10468.0,9,104.42715272520806
10469.0,1,37.2365768566494
10469.0,2,68.6868969135802
10469.0,3,81.62648989898982
10469.0,4,94.3491094884871
